accounting,27.13793354621823
admin,64.22960590442376
agriculture,42.30575524051362
arch,14.096812297552658
arts,29.29620302415214
aviation,25.1286243987169
care,29.113960151208502
childcare,20.70634948876186
construction,32.41684411875509
customer,43.638683514236625
driver,29.89403174181107
education,20.36250355593174
engchem,22.64018064652703
engcivil,17.28935700929113
engelectric,13.829569845054165
engid,17.699782275069676
engmech,20.697477438254023
finance,27.128485399441438
food,16.27720285835855
hospitality,22.921971281325497
hr,47.3943864087713
install,22.3792664845236
insurance,19.41098212182042
legal,28.519493163901785
management,21.537528571587604
manufacturing,26.99365816487341
marketing,45.797887892647026
math,25.305887315471633
meddental,15.892265367629838
meddr,11.682336281532127
media,41.07782897387412
medinfo,51.570135546890235
mednurse,13.152998269463986
medtech,25.2712338883451
military,10.24151020953933
mining,8.68908881680392
personal,10.434180314867776
pharmacy,23.38351189027195
project,21.481956097351304
protective,47.83627471770956
realestate,23.713842301192813
retail,24.303870701047593
sales,20.326309007805783
sanitation,29.68706325903231
science,30.572364004238576
service,29.838268349174125
socialscience,60.46985424232452
sports,14.818978453381156
tech,17.793267393813114
techhelp,24.025351257178055
techinfo,27.28742093356389
techsoftware,19.421705092072504
therapy,14.23956783737872
transport,53.17262671827242
uncategorized,27.823826567546647
veterinary,20.673136277536347
warehouse,51.87352271328793
