accounting,6.3239380729079535
admin,14.444374685077248
agriculture,9.450130241169896
arch,3.056943231401439
arts,5.835031517917992
aviation,2.4298082204311053
care,6.387047070249761
childcare,6.614656097699876
construction,6.18602547402001
customer,11.844622179929026
driver,8.12412905356657
education,5.370657874551547
engchem,3.0614479881007877
engcivil,3.572615460614552
engelectric,3.5001474723462316
engid,3.304140872663796
engmech,3.1212586045133572
finance,5.654576374651806
food,6.812293291222189
hospitality,8.141042505243536
hr,8.386444034678242
install,6.549249882637028
insurance,5.189227462682164
legal,6.708546814558482
management,5.141237709382999
manufacturing,5.89243156482436
marketing,7.8951731265219385
math,5.601397667225267
meddental,5.6490565386400196
meddr,3.143516522749011
media,8.213370635941102
medinfo,12.636116344496392
mednurse,4.128995963586208
medtech,6.379617740198848
military,4.520084650686086
mining,2.6118479490749578
personal,4.136397829041674
pharmacy,5.705072337254519
project,5.333068929648075
protective,9.864382311328702
realestate,8.018822483892432
retail,8.229044870595253
sales,5.797992134093955
sanitation,7.950852543820745
science,5.377473231409741
service,7.563916193642398
socialscience,8.561386774649279
sports,4.946550002881596
tech,5.876985710290693
techhelp,5.899842509995696
techinfo,4.473227666378731
techsoftware,3.4019309100394044
therapy,4.134504098245506
transport,10.680030599262627
uncategorized,7.553682728235136
veterinary,6.999552075161096
warehouse,13.005754605978394
